City/area,Microterritorial Unit,Category,Sub-category,Indicator,Year,Value,Unit,Comments,Source,DOI,URL
Delhi,,Energy,stationary,Other / LPG (bulk + packed),2011,35638.57,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Kolkata,,Energy,stationary,Other / LPG (bulk + packed),2001,2159.07,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Kolkata,,Energy,stationary,Other / LPG (bulk + packed),2006,5383.38,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Kolkata,,Energy,stationary,Other / LPG (bulk + packed),2011,4759.42,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Mumbai,,Energy,stationary,Other / LPG (bulk + packed),2001,14231.73,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Mumbai,,Energy,stationary,Other / LPG (bulk + packed),2006,17357.52,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Mumbai,,Energy,stationary,Other / LPG (bulk + packed),2011,18849.16,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Delhi,,Energy,stationary,Other / lubes & greases,2001,177.68,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Delhi,,Energy,stationary,Other / lubes & greases,2006,51.53,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Delhi,,Energy,stationary,Other / lubes & greases,2011,74.6,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Kolkata,,Energy,stationary,Other / lubes & greases,2001,50.33,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Kolkata,,Energy,stationary,Other / lubes & greases,2006,667.57,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Kolkata,,Energy,stationary,Other / lubes & greases,2011,37.45,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Mumbai,,Energy,stationary,Other / lubes & greases,2001,376.31,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Mumbai,,Energy,stationary,Other / lubes & greases,2006,75.6,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Mumbai,,Energy,stationary,Other / lubes & greases,2011,70.59,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Los Angeles,,Materials,other,other / meat & poultry,2006,394.05,Kt,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Delhi,,Energy,stationary,Other / mineral oil,2001,1071.44,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Delhi,,Energy,stationary,Other / mineral oil,2006,87.25,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Delhi,,Energy,stationary,Other / mineral oil,2011,19.91,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Kolkata,,Energy,stationary,Other / mineral oil,2001,659.92,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Kolkata,,Energy,stationary,Other / mineral oil,2006,230.42,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Kolkata,,Energy,stationary,Other / mineral oil,2011,20.32,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Mumbai,,Energy,stationary,Other / mineral oil,2001,1692.47,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Mumbai,,Energy,stationary,Other / mineral oil,2006,458.71,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Mumbai,,Energy,stationary,Other / mineral oil,2011,159.56,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Delhi,,Energy,mobile,Other / natural gas,2001,0,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Delhi,,Energy,mobile,Other / natural gas,2006,760.54,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Delhi,,Energy,mobile,Other / natural gas,2011,15750.84,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Dhaka,,Energy,mobile,Other / natural gas,2001,0,TJ,scaled from national data,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Dhaka,,Energy,mobile,Other / natural gas,2006,703.92,TJ,scaled from national data,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Dhaka,,Energy,mobile,Other / natural gas,2011,4205.97,TJ,scaled from national data,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Karachi,,Energy,mobile,Other / natural gas,2011,10436,TJ,scaled from nat. data,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Kolkata,,Energy,mobile,Other / natural gas,2011,968.9,TJ,scaled from nat. data,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Rio de Janeiro,,Energy,mobile,Other / natural gas,2001,9148,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Rio de Janeiro,,Energy,mobile,Other / natural gas,2006,28749,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Rio de Janeiro,,Energy,mobile,Other / natural gas,2010,29502,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Sao Paulo,,Energy,mobile,Other / natural gas,2001,2898,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Sao Paulo,,Energy,mobile,Other / natural gas,2006,11227,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Sao Paulo,,Energy,mobile,Other / natural gas,2010,5883,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Karachi,,Energy,mobile,Other / oil,2011,39427.97,TJ,scaled from nat. data,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Dhaka,,Energy,mobile,Other / oil products,2001,5559.65,TJ,scaled from national data,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Dhaka,,Energy,mobile,Other / oil products,2006,6815.06,TJ,scaled from national data,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Dhaka,,Energy,mobile,Other / oil products,2011,9321.38,TJ,scaled from national data,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Lagos,,Energy,mobile,Other / oil products,2011,46262.31,TJ,scaled by pop,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Rio de Janeiro,,Energy,stationary,Other / other oil products,2001,21550,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Rio de Janeiro,,Energy,stationary,Other / other oil products,2006,22290,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Rio de Janeiro,,Energy,stationary,Other / other oil products,2010,21975,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Sao Paulo,,Energy,stationary,Other / other oil products,2001,47443,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Sao Paulo,,Energy,stationary,Other / other oil products,2006,45360,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Sao Paulo,,Energy,stationary,Other / other oil products,2010,67615,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Los Angeles,,Materials,other,other / prepared foods,2006,1279.55,Kt,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Los Angeles,,Materials,other,other / solid fats,2006,61.99,Kt,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
New York,,Energy,stationary,Other / stream,2011,27126.21,TJ,steam. All energy data scaled from 20 mil pop to 22 mil. NJ data from yr 2006 not yr 2011,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Los Angeles,,Materials,other,other / sweet snacks,2006,438.32,Kt,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Osaka,,Energy,stationary,Other / Town gas,2010,246341,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Tokyo,,Energy,stationary,Other / Town gas,2011,446103,TJ,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
London,,Energy,stationary energy consumption,other / transport,2011,42.4,%,transport,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Paris,,Energy,electricity sources,Other / waste and others,2001,2,%,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Paris,,Energy,electricity sources,Other / waste and others,2006,3,%,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Bogotá,,Materials,building materials,Other construction materials - consumption,0,4.37,Millions of tonnes/year,,"Urban material flow analysis: An approach for Bogotá, Colombia",10.1016/j.ecolind.2013.10.035,https://archive.metabolismofcities.org/publication/189
Île-de-France,,Materials,other,Others - imports,2003,88350,Kt,,Urban Metabolism of Paris and Its Region,10.1111/j.1530-9290.2009.00169.x,https://archive.metabolismofcities.org/publication/69
Paris,,Materials,other,Others - imports,2003,15240,Kt,,Urban Metabolism of Paris and Its Region,10.1111/j.1530-9290.2009.00169.x,https://archive.metabolismofcities.org/publication/69
Paris and its dense urban Petite couronne suburbs,,Materials,other,Others - imports,2003,56450,Kt,,Urban Metabolism of Paris and Its Region,10.1111/j.1530-9290.2009.00169.x,https://archive.metabolismofcities.org/publication/69
Bogotá,,Emissions,General,Particulate matter PM10 ,1980,30,"kt/yr",,"Urban material flow analysis: An approach for Bogotá, Colombia",10.1016/j.ecolind.2013.10.035,https://archive.metabolismofcities.org/publication/189
Bogotá,,Emissions,General,Particulate matter PM10 ,2010,19,kt/yr,,"Urban material flow analysis: An approach for Bogotá, Colombia",10.1016/j.ecolind.2013.10.035,https://archive.metabolismofcities.org/publication/189
Hong Kong,,Urban Characteristics,economy,Passenger cars,1971,105874,,Private cars,The metabolism of a city: the case of Hong Kong,,https://archive.metabolismofcities.org/publication/136
Bogotá,,Energy consumption,Residential,Petroleum Products,1980,10477,"TJ",,"Urban material flow analysis: An approach for Bogotá, Colombia",10.1016/j.ecolind.2013.10.035,https://archive.metabolismofcities.org/publication/189
Bogotá,,Energy consumption,Industrial,Petroleum Products,1980,6138,"TJ",,"Urban material flow analysis: An approach for Bogotá, Colombia",10.1016/j.ecolind.2013.10.035,https://archive.metabolismofcities.org/publication/189
Bogotá,,Energy consumption,Transport,Petroleum Products,1980,81483,"TJ",,"Urban material flow analysis: An approach for Bogotá, Colombia",10.1016/j.ecolind.2013.10.035,https://archive.metabolismofcities.org/publication/189
Bogotá,,Energy consumption,Others,Petroleum Products,1980,9650,"TJ",,"Urban material flow analysis: An approach for Bogotá, Colombia",10.1016/j.ecolind.2013.10.035,https://archive.metabolismofcities.org/publication/189
Bogotá,,Energy consumption,Energy source,Petroleum Products,1980,88,"TJ",,"Urban material flow analysis: An approach for Bogotá, Colombia",10.1016/j.ecolind.2013.10.035,https://archive.metabolismofcities.org/publication/189
Bogotá,,Energy,energy sources,Petroleum products ,2010,88450,TJ/year,"Petroleum products include oil, diesel, liquid petroleum gas, and fuel oil","Urban material flow analysis: An approach for Bogotá, Colombia",10.1016/j.ecolind.2013.10.035,https://archive.metabolismofcities.org/publication/189
Bogotá,,Energy,energy sources,Petroleum products ,2010,107748,TJ/year,"Petroleum products include oil, diesel, liquid petroleum gas, and fuel oil","Urban material flow analysis: An approach for Bogotá, Colombia",10.1016/j.ecolind.2013.10.035,https://archive.metabolismofcities.org/publication/189
Bogotá,,Energy consumption,Energy source,Petroleum Products,2010,107,"TJ",,"Urban material flow analysis: An approach for Bogotá, Colombia",10.1016/j.ecolind.2013.10.035,https://archive.metabolismofcities.org/publication/189
Charleroi,,Energy,stationary,Petroleum products,1977,24988,"GWh",,The components of Charleroi&#039;s ecosystem and the prospects for regional socio-economic development (preliminary study).,,https://archive.metabolismofcities.org/publication/403
Kenitra,,Energy,stationary,Petroleum products,1978,737,"GWh",,Contribution to the study of urban ecosystems. The case of a city in North Africa.,,https://archive.metabolismofcities.org/publication/404
London,City of London,Energy,stationary,Petroleum products,2014,233.7,GWh,,Exploring the energy use drivers of 10 cities at microscale level,,https://archive.metabolismofcities.org/publication/495
London,Barking and Dagenham,Energy,stationary,Petroleum products,2014,778.9,GWh,,Exploring the energy use drivers of 10 cities at microscale level,,https://archive.metabolismofcities.org/publication/495
London,Barnet,Energy,stationary,Petroleum products,2014,1483.9,GWh,,Exploring the energy use drivers of 10 cities at microscale level,,https://archive.metabolismofcities.org/publication/495
London,Bexley,Energy,stationary,Petroleum products,2014,929.4,GWh,,Exploring the energy use drivers of 10 cities at microscale level,,https://archive.metabolismofcities.org/publication/495
London,Brent,Energy,stationary,Petroleum products,2014,905.2,GWh,,Exploring the energy use drivers of 10 cities at microscale level,,https://archive.metabolismofcities.org/publication/495
London,Bromley,Energy,stationary,Petroleum products,2014,1170.8,GWh,,Exploring the energy use drivers of 10 cities at microscale level,,https://archive.metabolismofcities.org/publication/495
London,Camden,Energy,stationary,Petroleum products,2014,569.7,GWh,,Exploring the energy use drivers of 10 cities at microscale level,,https://archive.metabolismofcities.org/publication/495
London,Croydon,Energy,stationary,Petroleum products,2014,1097.3,GWh,,Exploring the energy use drivers of 10 cities at microscale level,,https://archive.metabolismofcities.org/publication/495
London,Ealing,Energy,stationary,Petroleum products,2014,1247.7,GWh,,Exploring the energy use drivers of 10 cities at microscale level,,https://archive.metabolismofcities.org/publication/495
London,Enfield,Energy,stationary,Petroleum products,2014,1512,GWh,,Exploring the energy use drivers of 10 cities at microscale level,,https://archive.metabolismofcities.org/publication/495
London,Greenwich,Energy,stationary,Petroleum products,2014,1012.3,GWh,,Exploring the energy use drivers of 10 cities at microscale level,,https://archive.metabolismofcities.org/publication/495
London,Hackney,Energy,stationary,Petroleum products,2014,569.9,GWh,,Exploring the energy use drivers of 10 cities at microscale level,,https://archive.metabolismofcities.org/publication/495
London,Hammersmith and Fulham,Energy,stationary,Petroleum products,2014,616.9,GWh,,Exploring the energy use drivers of 10 cities at microscale level,,https://archive.metabolismofcities.org/publication/495
London,Haringey,Energy,stationary,Petroleum products,2014,645.7,GWh,,Exploring the energy use drivers of 10 cities at microscale level,,https://archive.metabolismofcities.org/publication/495
London,Harrow,Energy,stationary,Petroleum products,2014,543.9,GWh,,Exploring the energy use drivers of 10 cities at microscale level,,https://archive.metabolismofcities.org/publication/495
London,Havering,Energy,stationary,Petroleum products,2014,1493.9,GWh,,Exploring the energy use drivers of 10 cities at microscale level,,https://archive.metabolismofcities.org/publication/495
London,Hillingdon,Energy,stationary,Petroleum products,2014,2328.4,GWh,,Exploring the energy use drivers of 10 cities at microscale level,,https://archive.metabolismofcities.org/publication/495
London,Hounslow,Energy,stationary,Petroleum products,2014,1396.3,GWh,,Exploring the energy use drivers of 10 cities at microscale level,,https://archive.metabolismofcities.org/publication/495
London,Islington,Energy,stationary,Petroleum products,2014,487.7,GWh,,Exploring the energy use drivers of 10 cities at microscale level,,https://archive.metabolismofcities.org/publication/495
London,Kensington and Chelsea,Energy,stationary,Petroleum products,2014,571.5,GWh,,Exploring the energy use drivers of 10 cities at microscale level,,https://archive.metabolismofcities.org/publication/495
London,Kingston upon Thames,Energy,stationary,Petroleum products,2014,787.3,GWh,,Exploring the energy use drivers of 10 cities at microscale level,,https://archive.metabolismofcities.org/publication/495
London,Lambeth,Energy,stationary,Petroleum products,2014,831.1,GWh,,Exploring the energy use drivers of 10 cities at microscale level,,https://archive.metabolismofcities.org/publication/495
London,Lewisham,Energy,stationary,Petroleum products,2014,835.9,GWh,,Exploring the energy use drivers of 10 cities at microscale level,,https://archive.metabolismofcities.org/publication/495
London,Merton,Energy,stationary,Petroleum products,2014,558.5,GWh,,Exploring the energy use drivers of 10 cities at microscale level,,https://archive.metabolismofcities.org/publication/495
London,Newham,Energy,stationary,Petroleum products,2014,1108.7,GWh,,Exploring the energy use drivers of 10 cities at microscale level,,https://archive.metabolismofcities.org/publication/495
London,Redbridge,Energy,stationary,Petroleum products,2014,989.7,GWh,,Exploring the energy use drivers of 10 cities at microscale level,,https://archive.metabolismofcities.org/publication/495
London,Richmond upon Thames,Energy,stationary,Petroleum products,2014,714.8,GWh,,Exploring the energy use drivers of 10 cities at microscale level,,https://archive.metabolismofcities.org/publication/495
London,Southwark,Energy,stationary,Petroleum products,2014,847.8,GWh,,Exploring the energy use drivers of 10 cities at microscale level,,https://archive.metabolismofcities.org/publication/495
London,Sutton,Energy,stationary,Petroleum products,2014,576.2,GWh,,Exploring the energy use drivers of 10 cities at microscale level,,https://archive.metabolismofcities.org/publication/495
London,Tower Hamlets,Energy,stationary,Petroleum products,2014,1006,GWh,,Exploring the energy use drivers of 10 cities at microscale level,,https://archive.metabolismofcities.org/publication/495
London,Waltham Forest,Energy,stationary,Petroleum products,2014,705.9,GWh,,Exploring the energy use drivers of 10 cities at microscale level,,https://archive.metabolismofcities.org/publication/495
London,Wandsworth,Energy,stationary,Petroleum products,2014,839.7,GWh,,Exploring the energy use drivers of 10 cities at microscale level,,https://archive.metabolismofcities.org/publication/495
London,Westminster,Energy,stationary,Petroleum products,2014,1251.5,GWh,,Exploring the energy use drivers of 10 cities at microscale level,,https://archive.metabolismofcities.org/publication/495
London,,Energy,stationary,Petroleum products,2014,30648.3,GWh,,Exploring the energy use drivers of 10 cities at microscale level,,https://archive.metabolismofcities.org/publication/495
Hong Kong,,Materials,biomass,Phosphorus,1971,24048,kg,,The metabolism of a city: the case of Hong Kong,,https://archive.metabolismofcities.org/publication/136
London,,Materials,fossil fuels,plastic - consumption,2000,690.76,Kt,indicated as 2001 in the publication,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
London,,Materials,fossil fuels,plastic - net import,2000,154.87,Kt,indicated as 2001 in the publication,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
London,,Materials,fossil fuels,plastic - production,2000,535.9,Kt,indicated as 2001 in the publication,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Bangalore,,Urban Characteristics,demography,Population,2001,8400000,,,Urban Metabolism of Six Asian Cities,978-92-9254-659-5,https://archive.metabolismofcities.org/publication/224
Bangkok,,Urban Characteristics,demography,Population,2000,9400000,,,Urban Metabolism of Six Asian Cities,978-92-9254-659-5,https://archive.metabolismofcities.org/publication/224
Beijing,,Urban Characteristics,demography,Population,2001,13851000,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Beijing,,Urban Characteristics,demography,Population,2006,16010000,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Beijing,,Urban Characteristics,demography,Population,2011,20186000,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Bogotá,,Urban Characteristics,demography,Population,2010,7467804,,,"Urban material flow analysis: An approach for Bogotá, Colombia",10.1016/j.ecolind.2013.10.035,https://archive.metabolismofcities.org/publication/189
Buenos Aires,,Urban Characteristics,demography,Population,2001,11460575,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Buenos Aires,,Urban Characteristics,demography,Population,2011,12806866,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Cairo,,Urban Characteristics,demography,Population,2001,16506701,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Cairo,,Urban Characteristics,demography,Population,2006,19109760,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Cairo,,Urban Characteristics,demography,Population,2011,20495461,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Charleroi,,Urban Characteristics,demography,Population,1977,335154,"habitants",,The components of Charleroi&#039;s ecosystem and the prospects for regional socio-economic development (preliminary study).,,https://archive.metabolismofcities.org/publication/403
Delhi,,Urban Characteristics,demography,Population,2001,13850507,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Delhi,,Urban Characteristics,demography,Population,2006,16200000,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Delhi,,Urban Characteristics,demography,Population,2011,16753235,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Dhaka,,Urban Characteristics,demography,Population,2001,10621481,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Dhaka,,Urban Characteristics,demography,Population,2006,12910235,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Dhaka,,Urban Characteristics,demography,Population,2011,15616562,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Guangzhou,,Urban Characteristics,demography,Population,2001,9967500,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Guangzhou,,Urban Characteristics,demography,Population,2006,9966600,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Guangzhou,,Urban Characteristics,demography,Population,2011,12751400,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Hamburg,,Urban Characteristics,demography,Population,1992,1688785,inhabitants,,Material Flow Analysis of the City of Hamburg,,https://archive.metabolismofcities.org/publication/162
Hamburg,,Urban Characteristics,demography,Population,1993,1702887,inhabitants,,Material Flow Analysis of the City of Hamburg,,https://archive.metabolismofcities.org/publication/162
Hamburg,,Urban Characteristics,demography,Population,1994,1705872,inhabitants,,Material Flow Analysis of the City of Hamburg,,https://archive.metabolismofcities.org/publication/162
Hamburg,,Urban Characteristics,demography,Population,1995,1707901,inhabitants,,Material Flow Analysis of the City of Hamburg,,https://archive.metabolismofcities.org/publication/162
Hamburg,,Urban Characteristics,demography,Population,1996,1707986,inhabitants,,Material Flow Analysis of the City of Hamburg,,https://archive.metabolismofcities.org/publication/162
Hamburg,,Urban Characteristics,demography,Population,1997,1704731,inhabitants,,Material Flow Analysis of the City of Hamburg,,https://archive.metabolismofcities.org/publication/162
Hamburg,,Urban Characteristics,demography,Population,1998,1700089,inhabitants,,Material Flow Analysis of the City of Hamburg,,https://archive.metabolismofcities.org/publication/162
Hamburg,,Urban Characteristics,demography,Population,1999,1704735,inhabitants,,Material Flow Analysis of the City of Hamburg,,https://archive.metabolismofcities.org/publication/162
Hamburg,,Urban Characteristics,demography,Population,2000,1715392,inhabitants,,Material Flow Analysis of the City of Hamburg,,https://archive.metabolismofcities.org/publication/162
Hamburg,,Urban Characteristics,demography,Population,2001,1726363,inhabitants,,Material Flow Analysis of the City of Hamburg,,https://archive.metabolismofcities.org/publication/162
Ho Chi Minh City,,Urban Characteristics,demography,Population,2000,13500000,,,Urban Metabolism of Six Asian Cities,978-92-9254-659-5,https://archive.metabolismofcities.org/publication/224
Hong Kong,,Urban Characteristics,demography,Population,1971,3939000,,,The metabolism of a city: the case of Hong Kong,,https://archive.metabolismofcities.org/publication/136
Hong Kong,,Urban Characteristics,demography,Population,1997,7000000,,,Escalating trends in the urban metabolism of Hong Kong: 1971-1997,10.1579/0044-7447-30.7.429,https://archive.metabolismofcities.org/publication/153
Île-de-France,,Urban Characteristics,demography,Population,2003,11259000,habitants,,Urban Metabolism of Paris and Its Region,10.1111/j.1530-9290.2009.00169.x,https://archive.metabolismofcities.org/publication/69
Istanbul,,Urban Characteristics,demography,Population,2001,8803468,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Istanbul,,Urban Characteristics,demography,Population,2006,11622000,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Istanbul,,Urban Characteristics,demography,Population,2011,13483052,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Jakarta,,Urban Characteristics,demography,Population,2001,8429500,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Jakarta,,Urban Characteristics,demography,Population,2006,8979639,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Jakarta,,Urban Characteristics,demography,Population,2011,9786372,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Karachi,,Urban Characteristics,demography,Population,2001,12000000,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Karachi,,Urban Characteristics,demography,Population,2006,13500000,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Karachi,,Urban Characteristics,demography,Population,2011,15500000,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Kenitra,,Urban Characteristics,demography,Population,1978,197442,"habitants",,Contribution to the study of urban ecosystems. The case of a city in North Africa.,,https://archive.metabolismofcities.org/publication/404
Kolkata,,Urban Characteristics,demography,Population,2001,13205697,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Kolkata,,Urban Characteristics,demography,Population,2011,14112536,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Lagos,,Urban Characteristics,demography,Population,2006,17552942,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Lagos,,Urban Characteristics,demography,Population,2011,20546999,habitants,,Energy and material flows of megacities,10.1073/pnas.1504315112,https://archive.metabolismofcities.org/publication/223
Lisbon,,Urban Characteristics,demography,Population,2001,560000,"habitants",,Urban metabolism: Methodological Advances in Urban Material Flow Accounting Based on the Lisbon Case Study,10.1111/j.1530-9290.2009.00130.x,https://archive.metabolismofcities.org/publication/150
Lisbon,,Demographics,General,Population,2001,2662,"n",,The physical structure of urban economies - comparative assessment,,https://archive.metabolismofcities.org/publication/192
